date,home_team,away_team,home_ml,away_ml,odds_line_type
2025-05-31,Kansas City Royals,Detroit Tigers,160,-191,currentLine_median
2025-05-31,Los Angeles Dodgers,New York Yankees,102,-127,currentLine_median
2025-05-31,Miami Marlins,San Francisco Giants,122,-150,currentLine_median
2025-05-31,New York Mets,Colorado Rockies,-367,285,currentLine_median
2025-05-31,Philadelphia Phillies,Milwaukee Brewers,-180,150,currentLine_median
2025-05-31,San Diego Padres,Pittsburgh Pirates,-222,182,currentLine_median
2025-05-31,Seattle Mariners,Minnesota Twins,-112,-110,currentLine_median
2025-05-31,Texas Rangers,St. Louis Cardinals,126,-151,currentLine_median
2025-05-31,Toronto Blue Jays,Athletics,-150,123,currentLine_median
2025-06-01,Arizona Diamondbacks,Washington Nationals,-236,185,currentLine_median
2025-06-01,Atlanta Braves,Boston Red Sox,100,-122,currentLine_median
2025-06-01,Baltimore Orioles,Chicago White Sox,-147,119,currentLine_median
2025-06-01,Chicago Cubs,Cincinnati Reds,-175,135,currentLine_median
2025-06-01,Cleveland Guardians,Los Angeles Angels,-210,172,currentLine_median
2025-06-01,Houston Astros,Tampa Bay Rays,-172,140,currentLine_median
2025-06-01,Kansas City Royals,Detroit Tigers,-166,137,currentLine_median
2025-06-01,Los Angeles Dodgers,New York Yankees,-178,150,currentLine_median
2025-06-01,New York Mets,Colorado Rockies,-422,326,currentLine_median
2025-06-01,Philadelphia Phillies,Milwaukee Brewers,-170,138,currentLine_median
2025-06-01,San Diego Padres,Pittsburgh Pirates,-156,124,currentLine_median
2025-06-01,Seattle Mariners,Minnesota Twins,-140,115,currentLine_median
2025-06-01,Texas Rangers,St. Louis Cardinals,-165,137,currentLine_median
2025-06-01,Toronto Blue Jays,Athletics,-250,194,currentLine_median
2025-06-02,Athletics,Minnesota Twins,137,-165,currentLine_median
2025-06-02,Boston Red Sox,Los Angeles Angels,-149,125,currentLine_median
2025-06-02,Chicago White Sox,Detroit Tigers,202,-260,currentLine_median
2025-06-02,Cincinnati Reds,Milwaukee Brewers,-117,-108,currentLine_median
2025-06-02,Los Angeles Dodgers,New York Mets,-160,135,currentLine_median
2025-06-02,Miami Marlins,Colorado Rockies,-207,172,currentLine_median
2025-06-02,San Francisco Giants,San Diego Padres,-185,147,currentLine_median
2025-06-03,Athletics,Minnesota Twins,175,-210,currentLine_median
2025-06-03,Atlanta Braves,Arizona Diamondbacks,-168,137,currentLine_median
2025-06-03,Boston Red Sox,Los Angeles Angels,-147,123,currentLine_median
2025-06-03,Chicago White Sox,Detroit Tigers,118,-149,currentLine_median
2025-06-03,Los Angeles Dodgers,New York Mets,-146,123,currentLine_median
2025-06-03,Miami Marlins,Colorado Rockies,-180,145,currentLine_median
2025-06-03,New York Yankees,Cleveland Guardians,-204,171,currentLine_median
2025-06-03,Pittsburgh Pirates,Houston Astros,-197,157,currentLine_median
2025-06-03,San Francisco Giants,San Diego Padres,-160,135,currentLine_median
2025-06-03,Seattle Mariners,Baltimore Orioles,-152,123,currentLine_median
2025-06-03,St. Louis Cardinals,Kansas City Royals,-154,120,currentLine_median
2025-06-03,Tampa Bay Rays,Texas Rangers,-152,122,currentLine_median
2025-06-03,Toronto Blue Jays,Philadelphia Phillies,115,-135,currentLine_median
2025-06-03,Washington Nationals,Chicago Cubs,120,-142,currentLine_median
2025-06-04,Athletics,Minnesota Twins,149,-177,currentLine_median
2025-06-04,Atlanta Braves,Arizona Diamondbacks,-177,145,currentLine_median
2025-06-04,Chicago White Sox,Detroit Tigers,166,-200,currentLine_median
2025-06-04,Cincinnati Reds,Milwaukee Brewers,-137,110,currentLine_median
2025-06-04,Los Angeles Dodgers,New York Mets,-144,115,currentLine_median
2025-06-04,Miami Marlins,Colorado Rockies,-168,132,currentLine_median
2025-06-04,New York Yankees,Cleveland Guardians,-196,163,currentLine_median
2025-06-04,Pittsburgh Pirates,Houston Astros,110,-132,currentLine_median
2025-06-04,San Francisco Giants,San Diego Padres,-104,-115,currentLine_median
2025-06-04,Seattle Mariners,Baltimore Orioles,-117,-110,currentLine_median
2025-06-04,Tampa Bay Rays,Texas Rangers,-130,110,currentLine_median
2025-06-04,Toronto Blue Jays,Philadelphia Phillies,-110,-110,currentLine_median
2025-06-04,Washington Nationals,Chicago Cubs,120,-140,currentLine_median
2025-06-05,Athletics,Minnesota Twins,165,-200,currentLine_median
2025-06-05,Atlanta Braves,Arizona Diamondbacks,-163,136,currentLine_median
2025-06-05,Chicago White Sox,Detroit Tigers,164,-209,currentLine_median
2025-06-05,Los Angeles Dodgers,New York Mets,-130,110,currentLine_median
2025-06-05,New York Yankees,Cleveland Guardians,-275,225,currentLine_median
2025-06-05,Pittsburgh Pirates,Houston Astros,121,-142,currentLine_median
2025-06-05,San Francisco Giants,San Diego Padres,-120,-105,currentLine_median
2025-06-05,Seattle Mariners,Baltimore Orioles,-155,130,currentLine_median
2025-06-05,St. Louis Cardinals,Kansas City Royals,-110,-108,currentLine_median
2025-06-05,Tampa Bay Rays,Texas Rangers,-140,120,currentLine_median
2025-06-05,Toronto Blue Jays,Philadelphia Phillies,-105,-115,currentLine_median
2025-06-05,Washington Nationals,Chicago Cubs,126,-150,currentLine_median
2025-06-06,Athletics,Baltimore Orioles,100,-124,currentLine_median
2025-06-06,Chicago White Sox,Kansas City Royals,115,-135,currentLine_median
2025-06-06,Cleveland Guardians,Houston Astros,112,-138,currentLine_median
2025-06-06,Colorado Rockies,New York Mets,222,-294,currentLine_median
2025-06-06,Detroit Tigers,Chicago Cubs,-202,166,currentLine_median
2025-06-06,Los Angeles Angels,Seattle Mariners,108,-128,currentLine_median
2025-06-06,Milwaukee Brewers,San Diego Padres,-152,125,currentLine_median
2025-06-06,Minnesota Twins,Toronto Blue Jays,-131,110,currentLine_median
2025-06-06,New York Yankees,Boston Red Sox,-199,163,currentLine_median
2025-06-06,Pittsburgh Pirates,Philadelphia Phillies,110,-131,currentLine_median
2025-06-06,Tampa Bay Rays,Miami Marlins,-157,124,currentLine_median
2025-06-06,Washington Nationals,Texas Rangers,-105,-115,currentLine_median
2025-06-07,Athletics,Baltimore Orioles,108,-136,currentLine_median
2025-06-07,Chicago White Sox,Kansas City Royals,117,-139,currentLine_median
2025-06-07,Cincinnati Reds,Arizona Diamondbacks,-110,-112,currentLine_median
2025-06-07,Cleveland Guardians,Houston Astros,-107,-115,currentLine_median
2025-06-07,Colorado Rockies,New York Mets,234,-294,currentLine_median
2025-06-07,Detroit Tigers,Chicago Cubs,-110,-114,currentLine_median
2025-06-07,Los Angeles Angels,Seattle Mariners,140,-168,currentLine_median
2025-06-07,Milwaukee Brewers,San Diego Padres,-145,120,currentLine_median
2025-06-07,Minnesota Twins,Toronto Blue Jays,-119,100,currentLine_median
2025-06-07,New York Yankees,Boston Red Sox,-115,-109,currentLine_median
2025-06-07,Pittsburgh Pirates,Philadelphia Phillies,117,-140,currentLine_median
2025-06-07,San Francisco Giants,Atlanta Braves,-140,119,currentLine_median
2025-06-07,St. Louis Cardinals,Los Angeles Dodgers,151,-193,currentLine_median
2025-06-07,Tampa Bay Rays,Miami Marlins,-160,135,currentLine_median
2025-06-07,Washington Nationals,Texas Rangers,140,-165,currentLine_median
2025-06-08,Athletics,Baltimore Orioles,105,-132,currentLine_median
2025-06-08,Cleveland Guardians,Houston Astros,-145,119,currentLine_median
2025-06-08,Colorado Rockies,New York Mets,225,-280,currentLine_median
2025-06-08,Detroit Tigers,Chicago Cubs,-120,100,currentLine_median
2025-06-08,Los Angeles Angels,Seattle Mariners,110,-130,currentLine_median
2025-06-08,Milwaukee Brewers,San Diego Padres,-180,142,currentLine_median
2025-06-08,Minnesota Twins,Toronto Blue Jays,-188,156,currentLine_median
2025-06-08,New York Yankees,Boston Red Sox,-247,197,currentLine_median
2025-06-08,Pittsburgh Pirates,Philadelphia Phillies,-120,100,currentLine_median
2025-06-08,San Francisco Giants,Atlanta Braves,109,-131,currentLine_median
2025-06-08,St. Louis Cardinals,Los Angeles Dodgers,115,-138,currentLine_median
2025-06-08,Tampa Bay Rays,Miami Marlins,-227,175,currentLine_median
2025-06-09,Arizona Diamondbacks,Seattle Mariners,-167,140,currentLine_median
2025-06-09,Boston Red Sox,Tampa Bay Rays,-110,-109,currentLine_median
2025-06-09,Cleveland Guardians,Cincinnati Reds,-160,135,currentLine_median
2025-06-09,Los Angeles Angels,Athletics,-141,118,currentLine_median
2025-06-09,Milwaukee Brewers,Atlanta Braves,144,-177,currentLine_median
2025-06-09,Philadelphia Phillies,Chicago Cubs,-133,106,currentLine_median
2025-06-09,Pittsburgh Pirates,Miami Marlins,-125,100,currentLine_median
2025-06-09,San Diego Padres,Los Angeles Dodgers,102,-130,currentLine_median
2025-06-09,St. Louis Cardinals,Toronto Blue Jays,-126,105,currentLine_median
2025-06-10,Arizona Diamondbacks,Seattle Mariners,-146,118,currentLine_median
2025-06-10,Baltimore Orioles,Detroit Tigers,-145,115,currentLine_median
2025-06-10,Boston Red Sox,Tampa Bay Rays,-115,-110,currentLine_median
2025-06-10,Cleveland Guardians,Cincinnati Reds,-115,-110,currentLine_median
2025-06-10,Colorado Rockies,San Francisco Giants,170,-206,currentLine_median
2025-06-10,Houston Astros,Chicago White Sox,-174,145,currentLine_median
2025-06-10,Kansas City Royals,New York Yankees,157,-197,currentLine_median
2025-06-10,Los Angeles Angels,Athletics,-164,139,currentLine_median
2025-06-10,Minnesota Twins,Texas Rangers,-127,103,currentLine_median
2025-06-10,New York Mets,Washington Nationals,-150,123,currentLine_median
2025-06-10,Philadelphia Phillies,Chicago Cubs,-111,-113,currentLine_median
2025-06-10,Pittsburgh Pirates,Miami Marlins,-175,139,currentLine_median
2025-06-10,San Diego Padres,Los Angeles Dodgers,-116,-108,currentLine_median
2025-06-11,Arizona Diamondbacks,Seattle Mariners,-120,-104,currentLine_median
2025-06-11,Baltimore Orioles,Detroit Tigers,-137,114,currentLine_median
2025-06-11,Boston Red Sox,Tampa Bay Rays,-134,107,currentLine_median
2025-06-11,Cleveland Guardians,Cincinnati Reds,101,-121,currentLine_median
2025-06-11,Colorado Rockies,San Francisco Giants,162,-196,currentLine_median
2025-06-11,Houston Astros,Chicago White Sox,-177,144,currentLine_median
2025-06-11,Kansas City Royals,New York Yankees,105,-129,currentLine_median
2025-06-11,Los Angeles Angels,Athletics,-155,130,currentLine_median
2025-06-11,Milwaukee Brewers,Atlanta Braves,151,-189,currentLine_median
2025-06-11,Minnesota Twins,Texas Rangers,-151,126,currentLine_median
2025-06-11,New York Mets,Washington Nationals,-288,231,currentLine_median
2025-06-11,Philadelphia Phillies,Chicago Cubs,-115,-113,currentLine_median
2025-06-11,Pittsburgh Pirates,Miami Marlins,-174,140,currentLine_median
2025-06-11,San Diego Padres,Los Angeles Dodgers,123,-152,currentLine_median
2025-06-11,St. Louis Cardinals,Toronto Blue Jays,-145,115,currentLine_median
2025-06-12,Baltimore Orioles,Detroit Tigers,166,-204,currentLine_median
2025-06-12,Chicago Cubs,Pittsburgh Pirates,-207,167,currentLine_median
2025-06-12,Colorado Rockies,San Francisco Giants,170,-205,currentLine_median
2025-06-12,Houston Astros,Chicago White Sox,-279,221,currentLine_median
2025-06-12,Kansas City Royals,New York Yankees,107,-130,currentLine_median
2025-06-12,Milwaukee Brewers,St. Louis Cardinals,112,-133,currentLine_median
2025-06-12,New York Mets,Washington Nationals,-216,181,currentLine_median
2025-06-13,Atlanta Braves,Colorado Rockies,-377,297,currentLine_median
2025-06-13,Baltimore Orioles,Los Angeles Angels,-189,158,currentLine_median
2025-06-13,Boston Red Sox,New York Yankees,-154,124,currentLine_median
2025-06-13,Chicago Cubs,Pittsburgh Pirates,-115,-103,currentLine_median
2025-06-13,Detroit Tigers,Cincinnati Reds,-136,114,currentLine_median
2025-06-13,Houston Astros,Minnesota Twins,-102,-116,currentLine_median
2025-06-13,Kansas City Royals,Athletics,-165,139,currentLine_median
2025-06-13,Los Angeles Dodgers,San Francisco Giants,-198,161,currentLine_median
2025-06-13,Milwaukee Brewers,St. Louis Cardinals,-163,137,currentLine_median
2025-06-13,New York Mets,Tampa Bay Rays,-171,141,currentLine_median
2025-06-13,Seattle Mariners,Cleveland Guardians,-114,-105,currentLine_median
2025-06-13,Texas Rangers,Chicago White Sox,-173,142,currentLine_median
2025-06-13,Washington Nationals,Miami Marlins,-110,-109,currentLine_median
2025-06-14,Arizona Diamondbacks,San Diego Padres,-168,143,currentLine_median
2025-06-14,Atlanta Braves,Colorado Rockies,-353,277,currentLine_median
2025-06-14,Baltimore Orioles,Los Angeles Angels,-156,127,currentLine_median
2025-06-14,Boston Red Sox,New York Yankees,144,-173,currentLine_median
2025-06-14,Chicago Cubs,Pittsburgh Pirates,-237,194,currentLine_median
2025-06-14,Detroit Tigers,Cincinnati Reds,-188,158,currentLine_median
2025-06-14,Houston Astros,Minnesota Twins,-117,-110,currentLine_median
2025-06-14,Kansas City Royals,Athletics,-164,134,currentLine_median
2025-06-14,Los Angeles Dodgers,San Francisco Giants,-186,150,currentLine_median
2025-06-14,New York Mets,Tampa Bay Rays,-149,123,currentLine_median
2025-06-14,Philadelphia Phillies,Toronto Blue Jays,-163,135,currentLine_median
2025-06-14,Seattle Mariners,Cleveland Guardians,-149,120,currentLine_median
2025-06-14,Texas Rangers,Chicago White Sox,-310,250,currentLine_median
2025-06-14,Washington Nationals,Miami Marlins,-130,109,currentLine_median
2025-06-15,Arizona Diamondbacks,San Diego Padres,-136,115,currentLine_median
2025-06-15,Atlanta Braves,Colorado Rockies,-353,276,currentLine_median
2025-06-15,Baltimore Orioles,Los Angeles Angels,-111,-108,currentLine_median
2025-06-15,Boston Red Sox,New York Yankees,154,-184,currentLine_median
2025-06-15,Chicago Cubs,Pittsburgh Pirates,-150,125,currentLine_median
2025-06-15,Detroit Tigers,Cincinnati Reds,-186,154,currentLine_median
2025-06-15,Houston Astros,Minnesota Twins,-121,-103,currentLine_median
2025-06-15,Kansas City Royals,Athletics,-151,125,currentLine_median
2025-06-15,Los Angeles Dodgers,San Francisco Giants,-190,158,currentLine_median
2025-06-15,Milwaukee Brewers,St. Louis Cardinals,-141,117,currentLine_median
2025-06-15,New York Mets,Tampa Bay Rays,-155,130,currentLine_median
2025-06-15,Philadelphia Phillies,Toronto Blue Jays,-183,146,currentLine_median
2025-06-15,Seattle Mariners,Cleveland Guardians,-127,101,currentLine_median
2025-06-15,Texas Rangers,Chicago White Sox,-164,135,currentLine_median
2025-06-15,Washington Nationals,Miami Marlins,-166,137,currentLine_median
2025-06-16,Los Angeles Dodgers,San Diego Padres,-178,146,currentLine_median
2025-06-16,Miami Marlins,Philadelphia Phillies,-105,-114,currentLine_median
2025-06-16,New York Yankees,Los Angeles Angels,-202,165,currentLine_median
2025-06-16,Seattle Mariners,Boston Red Sox,-177,146,currentLine_median
2025-06-16,Washington Nationals,Colorado Rockies,-169,141,currentLine_median
2025-06-17,Athletics,Houston Astros,106,-127,currentLine_median
2025-06-17,Atlanta Braves,New York Mets,-141,120,currentLine_median
2025-06-17,Chicago Cubs,Milwaukee Brewers,-158,132,currentLine_median
2025-06-17,Chicago White Sox,St. Louis Cardinals,112,-133,currentLine_median
2025-06-17,Cincinnati Reds,Minnesota Twins,-140,110,currentLine_median
2025-06-17,Detroit Tigers,Pittsburgh Pirates,-206,168,currentLine_median
2025-06-17,Los Angeles Dodgers,San Diego Padres,-221,180,currentLine_median
2025-06-17,Miami Marlins,Philadelphia Phillies,145,-175,currentLine_median
2025-06-17,New York Yankees,Los Angeles Angels,-250,199,currentLine_median
2025-06-17,San Francisco Giants,Cleveland Guardians,-150,125,currentLine_median
2025-06-17,Seattle Mariners,Boston Red Sox,-160,133,currentLine_median
2025-06-17,Tampa Bay Rays,Baltimore Orioles,-109,-110,currentLine_median
2025-06-17,Texas Rangers,Kansas City Royals,-126,105,currentLine_median
2025-06-17,Toronto Blue Jays,Arizona Diamondbacks,-125,105,currentLine_median
2025-06-17,Washington Nationals,Colorado Rockies,-195,162,currentLine_median
2025-06-18,Athletics,Houston Astros,153,-185,currentLine_median
2025-06-18,Atlanta Braves,New York Mets,-204,169,currentLine_median
2025-06-18,Cincinnati Reds,Minnesota Twins,-125,105,currentLine_median
2025-06-18,Los Angeles Dodgers,San Diego Padres,-202,167,currentLine_median
2025-06-18,Miami Marlins,Philadelphia Phillies,153,-187,currentLine_median
2025-06-18,New York Yankees,Los Angeles Angels,-268,211,currentLine_median
2025-06-18,San Francisco Giants,Cleveland Guardians,-152,127,currentLine_median
2025-06-18,Seattle Mariners,Boston Red Sox,105,-125,currentLine_median
2025-06-18,Tampa Bay Rays,Baltimore Orioles,-120,100,currentLine_median
2025-06-18,Texas Rangers,Kansas City Royals,111,-135,currentLine_median
2025-06-18,Toronto Blue Jays,Arizona Diamondbacks,-111,-110,currentLine_median
2025-06-18,Washington Nationals,Colorado Rockies,-155,131,currentLine_median
2025-06-19,Athletics,Houston Astros,121,-144,currentLine_median
2025-06-19,Atlanta Braves,New York Mets,-138,117,currentLine_median
2025-06-19,Chicago Cubs,Milwaukee Brewers,-130,109,currentLine_median
2025-06-19,Chicago White Sox,St. Louis Cardinals,140,-168,currentLine_median
2025-06-19,Cincinnati Reds,Minnesota Twins,-111,-108,currentLine_median
2025-06-19,Detroit Tigers,Pittsburgh Pirates,105,-125,currentLine_median
2025-06-19,Los Angeles Dodgers,San Diego Padres,-270,217,currentLine_median
2025-06-19,Miami Marlins,Philadelphia Phillies,109,-138,currentLine_median
2025-06-19,New York Yankees,Los Angeles Angels,-297,235,currentLine_median
2025-06-19,San Francisco Giants,Cleveland Guardians,-188,155,currentLine_median
2025-06-19,Tampa Bay Rays,Baltimore Orioles,-141,120,currentLine_median
2025-06-19,Texas Rangers,Kansas City Royals,-126,107,currentLine_median
2025-06-19,Toronto Blue Jays,Arizona Diamondbacks,-166,140,currentLine_median
2025-06-19,Washington Nationals,Colorado Rockies,-175,144,currentLine_median
2025-06-20,Athletics,Cleveland Guardians,105,-125,currentLine_median
2025-06-20,Chicago Cubs,Seattle Mariners,-144,120,currentLine_median
2025-06-20,Colorado Rockies,Arizona Diamondbacks,152,-190,currentLine_median
2025-06-20,Los Angeles Angels,Houston Astros,139,-174,currentLine_median
2025-06-20,Los Angeles Dodgers,Washington Nationals,-191,157,currentLine_median
2025-06-20,Miami Marlins,Atlanta Braves,128,-160,currentLine_median
2025-06-20,Minnesota Twins,Milwaukee Brewers,-155,130,currentLine_median
2025-06-20,New York Yankees,Baltimore Orioles,-332,260,currentLine_median
2025-06-20,Philadelphia Phillies,New York Mets,-195,162,currentLine_median
2025-06-20,Pittsburgh Pirates,Texas Rangers,157,-190,currentLine_median
2025-06-20,San Diego Padres,Kansas City Royals,-172,140,currentLine_median
2025-06-20,San Francisco Giants,Boston Red Sox,-131,110,currentLine_median
2025-06-20,St. Louis Cardinals,Cincinnati Reds,-153,122,currentLine_median
2025-06-20,Tampa Bay Rays,Detroit Tigers,-111,-107,currentLine_median
2025-06-20,Toronto Blue Jays,Chicago White Sox,-202,166,currentLine_median
2025-06-21,Athletics,Cleveland Guardians,114,-135,currentLine_median
2025-06-21,Chicago Cubs,Seattle Mariners,-172,143,currentLine_median
2025-06-21,Colorado Rockies,Arizona Diamondbacks,165,-200,currentLine_median
2025-06-21,Los Angeles Angels,Houston Astros,-130,108,currentLine_median
2025-06-21,Los Angeles Dodgers,Washington Nationals,-280,226,currentLine_median
2025-06-21,Miami Marlins,Atlanta Braves,139,-165,currentLine_median
2025-06-21,Minnesota Twins,Milwaukee Brewers,-135,114,currentLine_median
2025-06-21,New York Yankees,Baltimore Orioles,-177,137,currentLine_median
2025-06-21,Philadelphia Phillies,New York Mets,102,-128,currentLine_median
2025-06-21,San Diego Padres,Kansas City Royals,-154,130,currentLine_median
2025-06-21,San Francisco Giants,Boston Red Sox,-125,104,currentLine_median
2025-06-21,St. Louis Cardinals,Cincinnati Reds,-200,164,currentLine_median
2025-06-21,Tampa Bay Rays,Detroit Tigers,-140,116,currentLine_median
2025-06-21,Toronto Blue Jays,Chicago White Sox,-221,169,currentLine_median
2025-06-22,Athletics,Cleveland Guardians,-107,-113,currentLine_median
2025-06-22,Chicago Cubs,Seattle Mariners,106,-125,currentLine_median
2025-06-22,Colorado Rockies,Arizona Diamondbacks,147,-177,currentLine_median
2025-06-22,Los Angeles Angels,Houston Astros,-109,-116,currentLine_median
2025-06-22,Los Angeles Dodgers,Washington Nationals,-253,202,currentLine_median
2025-06-22,Miami Marlins,Atlanta Braves,133,-158,currentLine_median
2025-06-22,Minnesota Twins,Milwaukee Brewers,-136,115,currentLine_median
2025-06-22,New York Yankees,Baltimore Orioles,-210,175,currentLine_median
2025-06-22,Philadelphia Phillies,New York Mets,-124,100,currentLine_median
2025-06-22,Pittsburgh Pirates,Texas Rangers,-117,-102,currentLine_median
2025-06-22,San Diego Padres,Kansas City Royals,-126,100,currentLine_median
2025-06-22,San Francisco Giants,Boston Red Sox,-164,136,currentLine_median
2025-06-22,St. Louis Cardinals,Cincinnati Reds,-105,-114,currentLine_median
2025-06-22,Tampa Bay Rays,Detroit Tigers,-110,-110,currentLine_median
2025-06-22,Toronto Blue Jays,Chicago White Sox,-212,167,currentLine_median
2025-06-23,Baltimore Orioles,Texas Rangers,-132,110,currentLine_median
2025-06-23,Chicago White Sox,Arizona Diamondbacks,119,-143,currentLine_median
2025-06-23,Cincinnati Reds,New York Yankees,105,-125,currentLine_median
2025-06-23,Milwaukee Brewers,Pittsburgh Pirates,-166,139,currentLine_median
2025-06-23,Minnesota Twins,Seattle Mariners,110,-132,currentLine_median
2025-06-23,New York Mets,Atlanta Braves,132,-175,currentLine_median
